text,label,rationale,tokens
అన్న నువ్వు చావకు ఇది చాల అన్యాయం. సస్పెన్స్ అదిరిపోయింది. తదుపరి ఎపిసోడ్ వేగం గా పెటు అన్న.,1,"[0,0,1,0,0,1,0,0,0,0,0,0,0,0]","['అన్న', 'నువ్వు', 'చావకు', 'ఇది', 'చాల', 'అన్యాయం.', 'సస్పెన్స్', 'అదిరిపోయింది.', 'తదుపరి', 'ఎపిసోడ్', 'వేగం', 'గా', 'పెటు', 'అన్న.']"
దేవి అడిగే ప్రశ్నలకు గట్టిగా దింపావూ గా (సమాధానాలు) విజయ్.,1,"[0,0,0,1,1,1,0,0]","['దేవి', 'అడిగే', 'ప్రశ్నలకు', 'గట్టిగా', 'దింపావూ', 'గా', '(సమాధానాలు)', 'విజయ్.']"
ఏర్రిపప్పా అవ్వడం కోసమే పుట్టింది tv 9,1,"[1,0,0,0,0,0]","['ఏర్రిపప్పా', 'అవ్వడం', 'కోసమే', 'పుట్టింది', 'tv', '9']"
టీవీ9 కి దులా తిర్చెస్టడు ఆర్జీవీ,1,"[1,0,1,1,0]","['టీవీ9', 'కి', 'దులా', 'తిర్చెస్టడు', 'ఆర్జీవీ']"
"మనం విప్పుకు తిరుగుతూ, చుట్టూ ఉన్న వాళ్ళన్ని కప్పుకో మన్నట్టుంది.",1,"[0,1,1,0,0,0,0,0]","['మనం', 'విప్పుకు', 'తిరుగుతూ,', 'చుట్టూ', 'ఉన్న', 'వాళ్ళన్ని', 'కప్పుకో', 'మన్నట్టుంది.']"
వచ్చిందయ్యా మహా పతివ్రత.... అనసూయ అంటేనే నిలువెల్లా బూతు..... ఈమె చెబుతుంది నీతులు... తూ..... సిగ్గుమాలిన జన్మ,1,"[0,0,0,0,0,0,1,0,0,0,1,1,1]","['వచ్చిందయ్యా', 'మహా', 'పతివ్రత....', 'అనసూయ', 'అంటేనే', 'నిలువెల్లా', 'బూతు.....', 'ఈమె', 'చెబుతుంది', 'నీతులు...', 'తూ.....', 'సిగ్గుమాలిన', 'జన్మ']"
"అనసూయ, నువ్వు జబర్దస్త్ షో లో చేసేవి ఏమిటి, వేదాలు వల్లిస్తున్నవా! అసలు బూతులు నీ షో నుండే మొదలు పెట్టారు.",1,"[0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1]","['అనసూయ,', 'నువ్వు', 'జబర్దస్త్', 'షో', 'లో', 'చేసేవి', 'ఏమిటి,', 'వేదాలు', 'వల్లిస్తున్నవా!', 'అసలు', 'బూతులు', 'నీ', 'షో', 'నుండే', 'మొదలు', 'పెట్టారు.']"
బూతు కి కేర్ ఆఫ్ అడ్రస్ ఐనా అనసూయా గారు బూతు గురించి మాట్లాడుతుండి వాహ్ వాహ్!,1,"[1,1,1,1,1,1,1,0,1,0,0,0,0]","['బూతు', 'కి', 'కేర్', 'ఆఫ్', 'అడ్రస్', 'ఐనా', 'అనసూయా', 'గారు', 'బూతు', 'గురించి', 'మాట్లాడుతుండి', 'వాహ్', 'వాహ్!']"
ఈది మాత్రం జబర్దస్త్ లో ఎక్స్,1,"[1,1,0,0,1,1,1,1,1,0,0]","['ఈది', 'మాత్రం', 'జబర్దస్త్', 'లో', 'ఎక్స్\u200cపోజ్', 'చేయొచ్చు', 'అడల్ట్', 'కామెడీ', 'చేయచ్చు', 'అరి', 'ఫికుది.']"
"భూతులు గురించి, ద్వంద్వ అర్థాలు గురించి నువ్ మట్లాడోధు అనుసుయా ప్లజ్",1,"[1,0,1,1,1,0,1,0,0]","['భూతులు', 'గురించి,', 'ద్వంద్వ', 'అర్థాలు', 'గురించి', 'నువ్', 'మట్లాడోధు', 'అనుసుయా', 'ప్లజ్']"
ఫ్యాన్ రెక్కలు విరిగే రోజు దగ్గరలోనే ఉంది.,1,"[0,1,1,1,0,0]","['ఫ్యాన్', 'రెక్కలు', 'విరిగే', 'రోజు', 'దగ్గరలోనే', 'ఉంది.']"
మీకు ఇచ్చినది మాములు పోస్ట్ కాదు ఎస్విబిసి చైర్మన్ అంటే మంచి పోస్ట్ మీరు దాని మిస్సస్ చేసుకున్నారు జగన్ గురించి పి.కె గారి గురించి కాదు మీరు అవకాశము మిస్సస్ చెసుకున్నారు చేసారు,1,"[0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1]","['మీకు', 'ఇచ్చినది', 'మాములు', 'పోస్ట్', 'కాదు', 'ఎస్విబిసి', 'చైర్మన్', 'అంటే', 'మంచి', 'పోస్ట్', 'మీరు', 'దాని', 'మిస్సస్', 'చేసుకున్నారు', 'జగన్', 'గురించి', 'పి.కె', 'గారి', 'గురించి', 'కాదు', 'మీరు', 'అవకాశము', 'మిస్సస్', 'చెసుకున్నారు', 'చేసారు']"
జఫ్ఫా తిమింగలం 420 గాడికి RIP ఎప్పుడు చెపుతారు?,1,"[1,0,1,0,1,0,0]","['జఫ్ఫా', 'తిమింగలం', '420', 'గాడికి', 'RIP', 'ఎప్పుడు', 'చెపుతారు?']"
పిలిచి పెట్టించుకుంటారు గా టీవీ9 కి ఈమధ్య సరదా అయింది,1,"[1,1,1,0,0,0,1,1]","['పిలిచి', 'పెట్టించుకుంటారు', 'గా', 'టీవీ9', 'కి', 'ఈమధ్య', 'సరదా', 'అయింది']"
ఈ టీవీ9 కి బుర్రా పోయంది,1,"[0,1,0,1,1]","['ఈ', 'టీవీ9', 'కి', 'బుర్రా', 'పోయంది']"
శ్రీకాంత్ రెడ్డి కచ్చితంగా తప్పు. ఆ తప్పు చగురించి కళ్యాణి గారు చెప్పడం ఇంకా తప్పు.,1,"[0,0,0,1,0,1,0,0,0,0,1,1]","['శ్రీకాంత్', 'రెడ్డి', 'కచ్చితంగా', 'తప్పు.', 'ఆ', 'తప్పు', 'చగురించి', 'కళ్యాణి', 'గారు', 'చెప్పడం', 'ఇంకా', 'తప్పు.']"
వెధవలు వెధవలు అన్నీ ఛోట్ల వున్నారు..ఇంకా జనాలని ఏడిపించడం తప్పా ,1,"[1,1,0,0,0,0,0,0]","['వెధవలు', 'వెధవలు', 'అన్నీ', 'ఛోట్ల', 'వున్నారు..ఇంకా', 'జనాలని', 'ఏడిపించడం', 'తప్పా']"
టీవీ ఫైవ్ ఎప్పుడు తప్పుడు ప్రచారమే,1,"[0,0,0,1,1]","['టీవీ', 'ఫైవ్', 'ఎప్పుడు', 'తప్పుడు', 'ప్రచారమే']"
బైరెడ్డి చెయప్పాడు కదా రా నేను పార్టీ మారలేదు అని మీ మోడ్డలో గోల యంతి రా ,1,"[0,0,0,0,0,0,0,0,0,1,1,0,0]","['బైరెడ్డి', 'చెయప్పాడు', 'కదా', 'రా', 'నేను', 'పార్టీ', 'మారలేదు', 'అని', 'మీ', 'మోడ్డలో', 'గోల', 'యంతి', 'రా']"
వాడు ఏం మాట్లాడుతున్నాడో ఏమన్నా అర్థం ఐతే. కానిసం తెలుగు అనువాదకుడు ని పెట్టుకోవచ్చుగా. తెలుగు బాషకి గౌరవం ఇవ్వరు బీజేపీ వాళ్ళు,1,"[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1]","['వాడు', 'ఏం', 'మాట్లాడుతున్నాడో', 'ఏమన్నా', 'అర్థం', 'ఐతే.', 'కానిసం', 'తెలుగు', 'అనువాదకుడు', 'ని', 'పెట్టుకోవచ్చుగా.', 'తెలుగు', 'బాషకి', 'గౌరవం', 'ఇవ్వరు', 'బీజేపీ', 'వాళ్ళు']"
ఇప్పటికైనా ఏపీ ప్రజలు బుద్ధి తెచ్చుకోవాలి,1,"[0,0,0,1,1]","['ఇప్పటికైనా', 'ఏపీ', 'ప్రజలు', 'బుద్ధి', 'తెచ్చుకోవాలి']"
సిగ్గు లేకుండా తిరుగుతున్నారు ఎమ్ అభివృద్ధి చేశారని తిరురుగుతున్నారు,1,"[1,1,1,0,0,0,0]","['సిగ్గు', 'లేకుండా', 'తిరుగుతున్నారు', 'ఎమ్', 'అభివృద్ధి', 'చేశారని', 'తిరురుగుతున్నారు']"
మళ్ళీ వైసీపీ గెలిస్తే ఆంధ్రప్రదేశ్ ప్రజలు అడుక్కు తినాలి నూటికి 200% ఇది నిజం.,1,"[0,1,0,0,0,1,1,0,0,0,0]","['మళ్ళీ', 'వైసీపీ', 'గెలిస్తే', 'ఆంధ్రప్రదేశ్', 'ప్రజలు', 'అడుక్కు', 'తినాలి', 'నూటికి', '200%', 'ఇది', 'నిజం.']"
"మెట్టు తీసుకొని కొట్టండి, ఒక్క జాబ్స్ లేదు, అభివృద్ధి లేదు, అసలు డబ్బులు వేయడం ఓట్లు కోసం పెద్ద స్కాం ఇది",1,"[1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0]","['మెట్టు', 'తీసుకొని', 'కొట్టండి,', 'ఒక్క', 'జాబ్స్', 'లేదు,', 'అభివృద్ధి', 'లేదు,', 'అసలు', 'డబ్బులు', 'వేయడం', 'ఓట్లు', 'కోసం', 'పెద్ద', 'స్కాం', 'ఇది']"
ఉమ అన్న అంటే కడుపు మంట కేవలం వెస్ట్ కాండిడేట్ వి నువ్వు,1,"[0,0,0,1,1,0,1,1,1,1]","['ఉమ', 'అన్న', 'అంటే', 'కడుపు', 'మంట', 'కేవలం', 'వెస్ట్', 'కాండిడేట్', 'వి', 'నువ్వు']"
దీనమ్మా జీవితం ఒక పాజిటివ్ కామెంట్ కనీసం చూడం అని వెతికినా దొరకలేదు కదా అన్వేష ,1,"[1,1,0,0,0,0,0,0,0,0,0,0]","['దీనమ్మా', 'జీవితం', 'ఒక', 'పాజిటివ్', 'కామెంట్', 'కనీసం', 'చూడం', 'అని', 'వెతికినా', 'దొరకలేదు', 'కదా', 'అన్వేష']"
మీరు కూల్ గా వీడియోస్ చెసుకొండి ఇ టెంక్సన్స్ వదిలేయండి,1,"[0,1,1,1,1,0,0,0]","['మీరు', 'కూల్', 'గా', 'వీడియోస్', 'చెసుకొండి', 'ఇ', 'టెంక్సన్స్', 'వదిలేయండి']"
రవి అన్న అన్నది నిజమే అని ఈపాటికే నటరాజ్ మాస్టర్ కి అర్థమైపోయింది నటరాజ్ మాస్టర్ ఇప్పటికైనా మనిషిగా మారండి,1,"[0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]","['రవి', 'అన్న', 'అన్నది', 'నిజమే', 'అని', 'ఈపాటికే', 'నటరాజ్', 'మాస్టర్', 'కి', 'అర్థమైపోయింది', 'నటరాజ్', 'మాస్టర్', 'ఇప్పటికైనా', 'మనిషిగా', 'మారండి']"
